M154;(OSTEO)ARTROSIS EROSIVA|
T325;CORROSIONES QUE AFECTAN DEL 50 AL 59% DE LA SUPERFICIE DEL CUERPO|
T326;CORROSIONES QUE AFECTAN DEL 60 AL 69% DE LA SUPERFICIE DEL CUERPO|
T327;CORROSIONES QUE AFECTAN DEL 70 AL 79% DE LA SUPERFICIE DEL CUERPO|
T328;CORROSIONES QUE AFECTAN DEL 80 AL 89% DE LA SUPERFICIE DEL CUERPO|
T329;CORROSIONES QUE AFECTAN EL 90% O MAS DE LA SUPERFICIE DEL CUERPO|
T320;CORROSIONES QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO|
Q765;COSTILLA CERVICAL|
U071;COVID-19, VIRUS IDENTIFICADO|
U072;COVID-19, VIRUS NO IDENTIFICADO|
M912;COXA PLANA|
M162;COXARTROSIS A CONSECUENCIA DE DISPLASIA, BILATERAL|
M164;COXARTROSIS POSTRAUMATICA, BILATERAL|
M160;COXARTROSIS PRIMARIA, BILATERAL|
M169;COXARTROSIS, NO ESPECIFICADA|
Q001;CRANEORRAQUISQUISIS|
Q750;CRANEOSINOSTOSIS|
D891;CRIOGLOBULINEMIA|
B452;CRIPTOCOCOSIS CUTANEA|
B457;CRIPTOCOCOSIS DISEMINADA|
B453;CRIPTOCOCOSIS OSEA|
B450;CRIPTOCOCOSIS PULMONAR|
B459;CRIPTOCOCOSIS, NO ESPECIFICADA|
B451;CRIPTOCOSIS CEREBRAL|
A072;CRIPTOSPORIDIOSIS|
E272;CRISIS ADDISONIANA|
E055;CRISIS O TORMENTA TIROTOXICA|
L751;CROMHIDROSIS|
T562;CROMO Y SUS COMPUESTOS|
B430;CROMOMICOSIS CUTANEA|
B439;CROMOMICOSIS, NO ESPECIFICADA|
Q932;CROMOSOMA REEMPLAZADO POR ANILLO O DICENTRICO|
Q992;CROMOSOMA X FRAGIL|
Q926;CROMOSOMAS MARCADORES SUPLEMENTARIOS|
G824;CUADRIPLEJIA ESPASTICA|
G823;CUADRIPLEJIA FLACIDA|
G825;CUADRIPLEJIA NO ESPECIFICADA|
T815;CUERPO EXTRAÑO DEJADO ACCIDENTALMENTE EN CAVIDAD CORPORAL O EN HERIDA OPERATORIA CONSECUTIVA A PROCE|
T175;CUERPO EXTRAÑO EN BRONQUIOS|
T185;CUERPO EXTRAÑO EN EL ANO Y EN EL RECTO|
T184;CUERPO EXTRAÑO EN EL COLON|
T181;CUERPO EXTRAÑO EN EL ESOFAGO|
T182;CUERPO EXTRAÑO EN EL ESTOMAGO|
T183;CUERPO EXTRAÑO EN EL INTESTINO DELGADO|
T16X;CUERPO EXTRAÑO EN EL OIDO|
T171;CUERPO EXTRAÑO EN EL ORIFICIO NASAL|
T151;CUERPO EXTRAÑO EN EL SACO CONJUNTIVAL|
T189;CUERPO EXTRAÑO EN EL TUBO DIGESTIVO, PARTE NO ESPECIFICADA|
T193;CUERPO EXTRAÑO EN EL UTERO [CUALQUIER PARTE]|
T180;CUERPO EXTRAÑO EN LA BOCA|
T150;CUERPO EXTRAÑO EN LA CORNEA|
T172;CUERPO EXTRAÑO EN LA FARINGE|
T173;CUERPO EXTRAÑO EN LA LARINGE|
T174;CUERPO EXTRAÑO EN LA TRAQUEA|
T190;CUERPO EXTRAÑO EN LA URETRA|
T191;CUERPO EXTRAÑO EN LA VEJIGA|
T192;CUERPO EXTRAÑO EN LA VULVA Y EN LA VAGINA|
T199;CUERPO EXTRAÑO EN LAS VIAS GENITOURINARIAS, PARTE NO ESPECIFICADA|
T179;CUERPO EXTRAÑO EN LAS VIAS RESPIRATORIAS, PARTE NO ESPECIFICADA|
T158;CUERPO EXTRAÑO EN OTRAS Y EN MULTIPLES PARTES DE LA PARTE EXTERNA DEL OJO|
T198;CUERPO EXTRAÑO EN OTRAS Y EN MULTIPLES PARTES DE LAS VIAS GENITOURINARIAS|
T178;CUERPO EXTRAÑO EN OTRAS Y EN MULTIPLES PARTES DE LAS VIAS RESPIRATORIAS|
T188;CUERPO EXTRAÑO EN OTRAS Y EN MULTIPLES PARTES DEL TUBO DIGESTIVO|
T159;CUERPO EXTRAÑO EN PARTE EXTERNA DEL OJO, SITIO NO ESPECIFICADO|
T170;CUERPO EXTRAÑO EN SENO PARANASAL|
W45X;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL|
W456;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W453;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN AREAS DE DEPORTE Y ATLETISMO|
W454;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN CALLES Y CARRETERAS|
W455;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN COMERCIO Y AREA DE SERVICIOS|
W452;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRAT|
W457;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN GRANJA|
W451;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN INSTITUCION RESIDENCIAL|
W459;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN LUGAR NO ESPECIFICADO|
W458;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN OTRO LUGAR ESPECIFICADO|
W450;CUERPO EXTRAÑO QUE PENETRA A TRAVES DE LA PIEL, EN VIVIENDA|
W44X;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL|
W446;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION|
W443;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN AREAS DE DEPORTE Y ATLETISMO|
W444;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN CALLES Y CARRETERAS|
W445;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN COMERCIO Y AREA DE SERVICIOS|
W442;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS A|
W447;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN GRANJA|
W441;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN INSTITUCION RESIDENCIAL|
W449;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN LUGAR NO ESPECIFICADO|
W448;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN OTRO LUGAR ESPECIFICADO|
W440;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN VIVIENDA|
M795;CUERPO EXTRAÑO RESIDUAL EN TEJIDO BLANDO|
M240;CUERPO FLOTANTE ARTICULAR|
M234;CUERPO FLOTANTE EN LA RODILLA|
Z489;CUIDADO POSTERIOR A LA CIRUGIA, NO ESPECIFICADO|
Z479;CUIDADO POSTERIOR A LA ORTOPEDIA, NO ESPECIFICADO|
Z420;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA DE LA CABEZA Y DEL CUELLO|
Z421;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA DE LA MAMA|
Z424;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA DE LAS EXTREMIDADES INFERIORES|
Z423;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA DE LAS EXTREMIDADES SUPERIORES|
Z428;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA DE OTRAS PARTES ESPECIFICADAS DEL CUERPO|
Z422;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA DE OTRAS PARTES ESPECIFICADAS DEL TRONCO|
Z429;CUIDADOS POSTERIORES A LA CIRUGIA PLASTICA NO ESPECIFICADA|
Z470;CUIDADOS POSTERIORES A LA EXTRACCION DE PLACA U OTRO DISPOSITIVO DE FIJACION INTERNA EN FRACTURA|
Z490;CUIDADOS PREPARATORIOS PARA DIALISIS|
Q685;CURVATURA CONGENITA DE HUESO(S) LARGO(S) DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACION|
Q684;CURVATURA CONGENITA DE LA TIBIA Y DEL PERONE|
Q683;CURVATURA CONGENITA DEL FEMUR|
H040;DACRIOADENITIS|
M653;DEDO EN GATILLO|
Q690;DEDO(S) SUPERNUMERARIO(S) DE LA MANO|
Q692;DEDO(S) SUPERNUMERARIO(S) DEL PIE|
R683;DEDOS DE LA MANO DEFORMES|
O723;DEFECTO DE LA COAGULACION POSTPARTO|
D689;DEFECTO DE LA COAGULACION, NO ESPECIFICADO|
D840;DEFECTO DE LA FUNCION DEL ANTIGENO-1 DEL LINFOCITO [LFA-1]|
D841;DEFECTO DEL SISTEMA DEL COMPLEMENTO|
Q214;DEFECTO DEL TABIQUE AORTOPULMONAR|
Q211;DEFECTO DEL TABIQUE AURICULAR|
I231;DEFECTO DEL TABIQUE AURICULAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO|
Q212;DEFECTO DEL TABIQUE AURICULOVENTRICULAR|
I510;DEFECTO DEL TABIQUE CARDIACO, ADQUIRIDO|
Q210;DEFECTO DEL TABIQUE VENTRICULAR|
I232;DEFECTO DEL TABIQUE VENTRICULAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO DEL MICARDIO|
Q729;DEFECTO POR REDUCCION DEL MIEMBRO INFERIOR, NO ESPECIFICADO|
Q719;DEFECTO POR REDUCCION DEL MIEMBRO SUPERIOR, NO ESPECIFICADO|
Q725;DEFECTO POR REDUCCION LONGITUDINAL DE LA TIBIA|
Q715;DEFECTO POR REDUCCION LONGITUDINAL DEL CUBITO|
Q724;DEFECTO POR REDUCCION LONGITUDINAL DEL FEMUR|
Q726;DEFECTO POR REDUCCION LONGITUDINAL DEL PERONE|
Q714;DEFECTO POR REDUCCION LONGITUDINAL DEL RADIO|
D691;DEFECTOS CUALITATIVOS DE LAS PLAQUETAS|
E803;DEFECTOS DE CATALASA Y PEROXIDASA|
E771;DEFECTOS DE LA DEGRADACION DE GLUCOPROTEINAS|
H534;DEFECTOS DEL CAMPO VISUAL|
E770;DEFECTOS EN LA MODIFICACION POSTRASLACIONAL DE ENZIMAS LISOSOMALES|
D684;DEFICIENCIA ADQUIRIDA DE FACTORES DE LA COAGULACION|
E730;DEFICIENCIA CONGENITA DE LACTASA|
E54X;DEFICIENCIA DE ACIDO ASCORBICO|
E630;DEFICIENCIA DE ACIDOS GRASOS ESENCIALES [AGE]|
D806;DEFICIENCIA DE ANTICUERPOS CON INMUNOGLOBULINAS CASI NORMALES O CON HIPERINMUNOGLOBULINEMIA|
E610;DEFICIENCIA DE COBRE|
E614;DEFICIENCIA DE CROMO|
E611;DEFICIENCIA DE HIERRO|
D813;DEFICIENCIA DE LA ADENOSINA DEAMINASA [ADA]|
D816;DEFICIENCIA DE LA CLASE I DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR|
D817;DEFICIENCIA DE LA CLASE II DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR|
D815;DEFICIENCIA DE LA FOSFORILASA PURINONUCLEOSIDA [FPN]|
H535;DEFICIENCIA DE LA VISION CROMATICA|
E786;DEFICIENCIA DE LIPOPROTEINAS|
E612;DEFICIENCIA DE MAGNESIO|
E613;DEFICIENCIA DE MANGANESO|
E615;DEFICIENCIA DE MOLIBDENO|
E617;DEFICIENCIA DE MULTIPLES ELEMENTOS NUTRICIONALES|
E52X;DEFICIENCIA DE NIACINA [PELAGRA]|
E568;DEFICIENCIA DE OTRAS VITAMINAS|
E538;DEFICIENCIA DE OTRAS VITAMINAS DEL GRUPO B|
E619;DEFICIENCIA DE OTRO ELEMENTO NUTRICIONAL, NO ESPECIFICADO|
E618;DEFICIENCIA DE OTROS ELEMENTOS NUTRICIONALES ESPECIFICADOS|
E531;DEFICIENCIA DE PIRIDOXINA|
E530;DEFICIENCIA DE RIBOFLAVINA|
E519;DEFICIENCIA DE TIAMINA, NO ESPECIFICADA|
D512;DEFICIENCIA DE TRASCOBALAMINA II|
E616;DEFICIENCIA DE VANADIO|
E505;DEFICIENCIA DE VITAMINA A CON CEGUERA NOCTURNA|
E506;DEFICIENCIA DE VITAMINA A CON CICATRICES XEROFTALMICAS DE LA CORNEA|
E501;DEFICIENCIA DE VITAMINA A CON MANCHA DE BITOT Y XEROSIS CONJUNTIVAL|
E504;DEFICIENCIA DE VITAMINA A CON QUERATOMALACIA|
E503;DEFICIENCIA DE VITAMINA A CON ULCERACION CORNEAL Y XEROSIS|
E500;DEFICIENCIA DE VITAMINA A CON XEROSIS CONJUNTIVAL|
E502;DEFICIENCIA DE VITAMINA A CON XEROSIS CORNEAL|
E509;DEFICIENCIA DE VITAMINA A, NO ESPECIFICADA|
E539;DEFICIENCIA DE VITAMINA B, NO ESPECIFICADA|
E559;DEFICIENCIA DE VITAMINA D, NO ESPECIFICADA|
E560;DEFICIENCIA DE VITAMINA E|
E561;DEFICIENCIA DE VITAMINA K|
E569;DEFICIENCIA DE VITAMINA, NO ESPECIFICADA|
E58X;DEFICIENCIA DIETETICA DE CALCIO|
E59X;DEFICIENCIA DIETETICA DE SELENIO|
E60X;DEFICIENCIA DIETETICA DE ZINC|
D682;DEFICIENCIA HEREDITARIA DE OTROS FACTORES DE LA COAGULACION|
D67X;DEFICIENCIA HEREDITARIA DEL FACTOR IX|
D66X;DEFICIENCIA HEREDITARIA DEL FACTOR VIII|
D681;DEFICIENCIA HEREDITARIA DEL FACTOR XI|
E639;DEFICIENCIA NUTRICIONAL, NO ESPECIFICADA|
E731;DEFICIENCIA SECUNDARIA DE LACTASA|
D802;DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA A [IGA]|
D804;DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA M [LGM]|
D803;DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [LGG]|
M954;DEFORMIDAD ADQUIRIDA DE COSTILLAS Y TORAX|
M950;DEFORMIDAD ADQUIRIDA DE LA NARIZ|
M955;DEFORMIDAD ADQUIRIDA DE LA PELVIS|
M953;DEFORMIDAD ADQUIRIDA DEL CUELLO|
M219;DEFORMIDAD ADQUIRIDA DEL MIEMBRO, NO ESPECIFICADA|
M959;DEFORMIDAD ADQUIRIDA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA|
Q659;DEFORMIDAD CONGENITA DE LA CADERA, NO ESPECIFICADA|
Q675;DEFORMIDAD CONGENITA DE LA COLUMNA VERTEBRAL|
Q681;DEFORMIDAD CONGENITA DE LA MANO|
Q682;DEFORMIDAD CONGENITA DE LA RODILLA|
Q669;DEFORMIDAD CONGENITA DE LOS PIES, NO ESPECIFICADA|
Q680;DEFORMIDAD CONGENITA DEL MUSCULO ESTERNOCLEIDOMASTOIDEO|
M200;DEFORMIDAD DE DEDO(S) DE LA MANO|
H053;DEFORMIDAD DE LA ORBITA|
M212;DEFORMIDAD EN FLEXION|
M210;DEFORMIDAD EN VALGO, NO CLASIFICADA EN OTRA PARTE|
M211;DEFORMIDAD EN VARO, NO CLASIFICADA EN OTRA PARTE|
M206;DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE, NO ESPECIFICADAS|
G311;DEGENERACION CEREBRAL SENIL NO CLASIFICADA EN OTRA PARTE|
G320;DEGENERACION COMBINADA SUBAGUDA DE LA MEDULA ESPINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE|
H311;DEGENERACION COROIDEA|
H184;DEGENERACION DE LA CORNEA|
H353;DEGENERACION DE LA MEDULA Y DEL POLO POSTERIOR DEL OJO|
K042;DEGENERACION DE LA PULPA|
G903;DEGENERACION DE SISTEMAS MULTIPLES|
H212;DEGENERACION DEL IRIS Y DEL CUERPO CILIAR|
G312;DEGENERACION DEL SISTEMA NERVIOSO DEBIDA AL ALCOHOL|
G319;DEGENERACION DEL SISTEMA NERVIOSO, NO ESPECIFICADA|
K760;DEGENERACION GRASA DEL HIGADO, NO CLASIFICADA EN OTRA PARTE|
I515;DEGENERACION MIOCARDICA|
G232;DEGENERACION NIGROESTRIADA|
H354;DEGENERACION PERIFERICA DE LA RETINA|
J331;DEGENERACION POLIPOIDE DE SENO PARANASAL|
H111;DEGENERACIONES Y DEPOSITOS CONJUNTIVALES|
O900;DEHISCENCIA DE SUTURA DE CESAREA|
O901;DEHISCENCIA DE SUTURA OBSTETRICA PERINEAL|
F050;DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA, ASI DESCRITO|
F051;DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA|
F059;DELIRIO, NO ESPECIFICADO|
D562;DELTA-BETA TALASEMIA|
F03X;DEMENCIA , NO ESPECIFICADA|
F002;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8¿)|
F001;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1¿)|
F000;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO (G30.0¿)|
F009;DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9¿)|
F021;DEMENCIA EN LA ENFERMEDAD DE CREUTZFELDT-JAKOB (A81.0¿)|
F022;DEMENCIA EN LA ENFERMEDAD DE HUNTINGTON (GL0¿)|
F023;DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20¿)|
F020;DEMENCIA EN LA ENFERMEDAD DE PICK (G3L.0¿)|
F024;DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH] ] (B22.0¿)|
F028;DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE|
G3109;DEMENCIA FRONTOTEMPORAL EN LA ENFERMEDAD DE PICK|
F010;DEMENCIA VASCULAR DE COMIENZO AGUDO|
F013;DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL|
F011;DEMENCIA VASCULAR POR INFARTOS MULTIPLES|
F012;DEMENCIA VASCULAR SUBCORTICAL|
F019;DEMENCIA VASCULAR, NO ESPECIFICADA|
A971;DENGUE CON DATOS DE ALARMA|
A972;DENGUE SEVERO|
A970;DENGUE SIN DATOS DE ALARMA|
A979;DENGUE, NO ESPECIFICADO|
Z990;DEPENDENCIA DE ASPIRADOR|
Z992;DEPENDENCIA DE DIALISIS RENAL|
Z999;DEPENDENCIA DE MAQUINA Y DISPOSITIVO CAPACITANTE, NO ESPECIFICADA|
Z998;DEPENDENCIA DE OTRAS MAQUINAS Y DISPOSITIVOS CAPACITANTES|
Z991;DEPENDENCIA DE RESPIRADOR|
Z993;DEPENDENCIA DE SILLA DE RUEDAS|
E86X;DEPLECION DEL VOLUMEN|
M714;DEPOSITO DE CALCIO EN LA BOLSA SEROSA|
H432;DEPOSITOS CRISTALINOS EN EL CUERPO VITREO|
K036;DEPOSITOS [ACRECIONES] EN LOS DIENTES|
P914;DEPRESION CEREBRAL NEONATAL|
F204;DEPRESION POSTESQUIZOFRENICA|
T505;DEPRESORES DEL APETITO|
T420;DERIVADOS DE LA HIDANTOINA|
T392;DERIVADOS DE LA PIRAZOLONA|
T391;DERIVADOS DEL PARAAMINOFENOL|
T539;DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS Y AROMATICOS, NO ESPECIFICADOS|
L231;DERMATITIS ALERGICA DE CONTACTO DEBIDA A ADHESIVOS|
L236;DERMATITIS ALERGICA DE CONTACTO DEBIDA A ALIMENTOS EN CONTACTO CON LA PIEL|
L234;DERMATITIS ALERGICA DE CONTACTO DEBIDA A COLORANTES|
L232;DERMATITIS ALERGICA DE CONTACTO DEBIDA A COSMETICOS|
L233;DERMATITIS ALERGICA DE CONTACTO DEBIDA A DROGAS EN CONTACTO CON LA PIEL|
L230;DERMATITIS ALERGICA DE CONTACTO DEBIDA A METALES|
L238;DERMATITIS ALERGICA DE CONTACTO DEBIDA A OTROS AGENTES|
L235;DERMATITIS ALERGICA DE CONTACTO DEBIDA A OTROS PRODUCTOS QUIMICOS|
L237;DERMATITIS ALERGICA DE CONTACTO DEBIDA A PLANTAS, EXCEPTO LAS ALIMENTICIAS|
L239;DERMATITIS ALERGICA DE CONTACTO, DE CAUSA NO ESPECIFICADA|
L209;DERMATITIS ATOPICA, NO ESPECIFICADA|
L249;DERMATITIS DE CONTACTO POR IRRITANTES, DE CAUSA NO ESPECIFICADA|
L241;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A ACEITES Y GRASAS|
L246;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A ALIMENTOS EN CONTACTO CON LA PIEL|
L243;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A COSMETICOS|
L240;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DETERGENTES|
L242;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DISOLVENTES|
L244;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DROGAS EN CONTACTO CON LA PIEL|
L248;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A OTROS AGENTES|
L245;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A OTROS PRODUCTOS QUIMICOS|
L247;DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A PLANTAS, EXCEPTO LAS ALIMENTICIAS|
L254;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A ALIMENTOS EN CONTACTO CON LA PIEL|
L252;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A COLORANTES|
L250;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A COSMETICOS|
L251;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A DROGAS EN CONTACTO CON LA PIEL|
L258;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A OTROS AGENTES|
L253;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A OTROS PRODUCTOS QUIMICOS|
L255;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A PLANTAS, EXCEPTO LAS ALIMENTICIAS|
L259;DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS|
L22X;DERMATITIS DE PAÑAL|
L272;DERMATITIS DEBIDA A INGESTION DE ALIMENTOS|
L278;DERMATITIS DEBIDA A OTRAS SUSTANCIAS INGERIDAS|
L279;DERMATITIS DEBIDA A SUSTANCIAS INGERIDAS NO ESPECIFICADAS|
L26X;DERMATITIS EXFOLIATIVA|
L981;DERMATITIS FACTICIA|
L130;DERMATITIS HERPETIFORME|
L303;DERMATITIS INFECCIOSA|
L300;DERMATITIS NUMULAR|
L710;DERMATITIS PERIBUCAL|
B653;DERMATITIS POR CERCARIAS|
L562;DERMATITIS POR FOTOCONTACTO [DERMATITIS DE BERLOQUE]|
L131;DERMATITIS PUSTULOSA SUBCORNEAL|
L211;DERMATITIS SEBORREICA INFANTIL|
L219;DERMATITIS SEBORREICA, NO ESPECIFICADA|
B001;DERMATITIS VESICULAR HERPETICA|
L309;DERMATITIS, NO ESPECIFICADA|
M360;DERMATO(POLI)MIOSITIS EN ENFERMEDAD NEOPLASICA (C00-D48*)|
M143;DERMATOARTRITIS LIPOIDE (E78.8*)|
B359;DERMATOFITOSIS, NO ESPECIFICADA|
M330;DERMATOMIOSITIS JUVENIL|
M339;DERMATOPOLIMIOSITIS, NO ESPECIFICADA|
L111;DERMATOSIS ACANTOLITICA TRANSITORIA [GROVER]|
L982;DERMATOSIS NEUTROFILA FEBRIL [SWEET]|
H011;DERMATOSIS NO INFECCIOSA DEL PARPADO|
L817;DERMATOSIS PURPURICA PIGMENTADA|
M254;DERRAME ARTICULAR|
I313;DERRAME PERICARDICO (NO INFLAMATORIO)|
J91X;DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE|
J90X;DERRAME PLEURAL, NO CLASIFICADO EN OTRA PARTE (PLEURESIA NO TUBERCULOSA)|
M249;DESARREGLO ARTICULAR, NO ESPECIFICADO|
R36X;DESCARGA URETRAL|
Z516;DESENSIBILIZACION A ALERGENOS|
E631;DESEQUILIBRIO DE LOS CONSTITUYENTES EN LA DIETA|
T813;DESGARRO DE HERIDA OPERATORIA, NO CLASIFICADO EN OTRA PARTE|
H333;DESGARRO DE LA RETINA SIN DESPRENDIMIENTO|
S832;DESGARRO DE MENISCOS, PRESENTE|
S833;DESGARRO DEL CARTILAGO ARTICULAR DE LA RODILLA, PRESENTE|
O713;DESGARRO OBSTETRICO DEL CUELLO UTERINO|
O703;DESGARRO PERINEAL DE CUARTO GRADO DURANTE EL PARTO|
O700;DESGARRO PERINEAL DE PRIMER GRADO DURANTE EL PARTO|
O701;DESGARRO PERINEAL DE SEGUNDO GRADO DURANTE EL PARTO|
O702;DESGARRO PERINEAL DE TERCER GRADO DURANTE EL PARTO|
O709;DESGARRO PERINEAL DURANTE EL PARTO, GRADO NO ESPECIFICADO|
P104;DESGARRO TENTORIAL DEBIDO A TRAUMATISMO DEL NACIMIENTO|
O714;DESGARRO VAGINAL OBSTETRICO ALTO, SOLO|
P741;DESHIDRATACION DEL RECIEN NACIDO|
M930;DESLIZAMIENTO DE LA EPIFISIS FEMORAL SUPERIOR (NO TRAUMATICO)|
G371;DESMIELINIZACION CENTRAL DEL CUERPO CALLOSO|
G369;DESMIELINIZACION DISEMINADA AGUDA, SIN OTRA ESPECIFICACION|
R453;DESMORALIZACION Y APATIA|
E449;DESNUTRICION AGUDA, NO ESPECIFICADA|
O25X;DESNUTRICION EN EL EMBARAZO|
P052;DESNUTRICION FETAL, SIN MENCION DE PESO O TALLA BAJOS PARA LA EDAD GESTACIONAL|
E441;DESNUTRICION PROTEICOCALORICA LEVE|
E440;DESNUTRICION PROTEICOCALORICA MODERADA|
E43X;DESNUTRICION PROTEICOCALORICA SEVERA, NO ESPECIFICADA|
E46X;DESNUTRICION PROTEICOCALORICA, NO ESPECIFICADA|
R410;DESORIENTACION NO ESPECIFICADA|
Q121;DESPLAZAMIENTO CONGENITO DEL CRISTALINO|
I491;DESPOLARIZACION AURICULAR PREMATURA|
I492;DESPOLARIZACION PREMATURA NODAL|
I493;DESPOLARIZACION VENTRICULAR PREMATURA|
H314;DESPRENDIMIENTO DE LA COROIDES|
H330;DESPRENDIMIENTO DE LA RETINA CON RUPTURA|
H334;DESPRENDIMIENTO DE LA RETINA POR TRACCION|
O450;DESPRENDIMIENTO PREMATURO DE LA PLACENTA CON DEFECTO DE LA COAGULACION|
O459;DESPRENDIMIENTO PREMATURO DE PLACENTA, SIN OTRA ESPECIFICACION|
H332;DESPRENDIMIENTO SEROSO DE LA RETINA|
J342;DESVIACION DEL TABIQUE NASAL|
M891;DETENCION DEL CRECIMIENTO EPIFISARIO|
O020;DETENCION DEL DESARROLLO DEL HUEVO Y MOLA NO HIDATIFORME.|
Q240;DEXTROCARDIA|
E232;DIABETES INSIPIDA|
N251;DIABETES INSIPIDA NEFROGENA|
E12X;DIABETES MELLITUS ASOCIADA CON DESNUTRICION|
E121;DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON CETOACIDOSIS|
E120;DIABETES MELLITUS ASOCIADA CON DESNUTRICION, CON COMA|
