idsolicitud,fechahora,idusuario,descontado,totalentregado
"000007135","2020-06-04 10:23:54","KESPIRITU","0.00","300.00"
"000007136","2020-06-04 10:59:40","KESPIRITU","0.00","600.00"
"000007138","2020-06-05 10:12:02","KESPIRITU","0.00","2000.00"
"000007139","2020-06-05 10:20:11","KESPIRITU","0.00","1000.00"
"000007141","2020-06-05 15:10:20","KESPIRITU","0.00","500.00"
"000007143","2020-06-06 11:07:51","KESPIRITU","0.00","3000.00"
"000007144","2020-06-06 11:04:20","KESPIRITU","0.00","1200.00"
"000007145","2020-06-09 12:48:53","KESPIRITU","0.00","500.00"
"000007146","2020-06-06 10:45:59","KESPIRITU","0.00","600.00"
"000007147","2020-06-08 10:04:51","KESPIRITU","0.00","500.00"
"000007148","2020-06-08 16:46:25","KESPIRITU","0.00","2500.00"
"000007149","2020-06-08 15:05:57","KESPIRITU","0.00","2000.00"
"000007150","2020-06-08 12:45:32","KESPIRITU","0.00","300.00"
"000007151","2020-06-09 09:48:00","KESPIRITU","0.00","500.00"
"000007152","2020-06-09 09:53:34","KESPIRITU","0.00","500.00"
"000007153","2020-06-09 09:54:27","KESPIRITU","0.00","500.00"
"000007154","2020-06-09 10:10:42","KESPIRITU","0.00","800.00"
"000007155","2020-06-09 10:38:19","KESPIRITU","0.00","500.00"
"000007156","2020-06-10 12:15:25","KESPIRITU","0.00","1600.00"
"000007157","2020-06-10 10:07:12","KESPIRITU","0.00","2000.00"
"000007158","2020-06-10 10:50:28","KESPIRITU","0.00","14000.00"
"000007159","2020-06-10 10:25:58","KESPIRITU","0.00","500.00"
"000007160","2020-06-10 10:24:15","KESPIRITU","0.00","200.00"
"000007161","2020-06-11 09:18:17","KESPIRITU","0.00","300.00"
"000007162","2020-06-11 10:23:55","KESPIRITU","0.00","500.00"
"000007163","2020-06-11 10:36:20","KESPIRITU","0.00","600.00"
"000007164","2020-06-11 10:56:25","KESPIRITU","0.00","200.00"
"000007165","2020-06-11 10:55:55","KESPIRITU","0.00","800.00"
"000007166","2020-06-11 11:00:26","KESPIRITU","0.00","300.00"
"000007167","2020-06-12 10:19:50","KESPIRITU","0.00","200.00"
"000007168","2020-06-12 15:40:50","KESPIRITU","0.00","400.00"
"000007169","2020-06-12 10:56:55","KESPIRITU","0.00","1500.00"
"000007170","2020-06-13 09:42:53","KESPIRITU","0.00","500.00"
"000007171","2020-06-13 09:39:01","KESPIRITU","0.00","1000.00"
"000007172","2020-06-13 09:47:10","KESPIRITU","0.00","600.00"
"000007173","2020-06-12 16:05:02","KESPIRITU","0.00","2000.00"
"000007174","2020-06-13 09:47:59","KESPIRITU","0.00","300.00"
"000007175","2020-06-13 11:14:23","KESPIRITU","0.00","1000.00"
"000007176","2020-06-18 09:54:43","KESPIRITU","0.00","400.00"
"000007177","2020-06-13 11:23:54","KESPIRITU","0.00","200.00"
"000007178","2020-06-13 11:24:29","KESPIRITU","0.00","500.00"
"000007179","2020-06-13 12:58:03","KESPIRITU","0.00","100.00"
"000007180","2020-06-15 10:09:00","KESPIRITU","0.00","7000.00"
"000007181","2020-06-15 10:01:08","KESPIRITU","0.00","3000.00"
"000007182","2020-06-15 09:53:51","KESPIRITU","0.00","1000.00"
"000007183","2020-06-15 12:03:00","KESPIRITU","0.00","400.00"
"000007184","2020-06-16 11:55:02","KESPIRITU","0.00","700.00"
"000007185","2020-06-16 10:17:52","KESPIRITU","0.00","2000.00"
"000007186","2020-06-16 10:56:26","KESPIRITU","0.00","2000.00"
"000007187","2020-06-16 11:02:07","KESPIRITU","0.00","1100.00"
"000007188","2020-06-20 11:19:13","KESPIRITU","0.00","50000.00"
"000007189","2020-06-16 10:38:42","KESPIRITU","0.00","500.00"
"000007190","2020-06-17 10:03:16","KESPIRITU","0.00","250.00"
"000007192","2020-06-17 09:59:22","KESPIRITU","0.00","250.00"
"000007193","2020-06-17 10:17:43","KESPIRITU","0.00","2000.00"
"000007194","2020-06-17 09:56:40","KESPIRITU","0.00","600.00"
"000007195","2020-06-17 16:41:14","KESPIRITU","0.00","400.00"
"000007196","2020-06-18 10:08:02","KESPIRITU","0.00","500.00"
"000007197","2020-06-18 10:06:02","KESPIRITU","0.00","1000.00"
"000007198","2020-06-18 09:58:11","KESPIRITU","0.00","350.00"
"000007199","2020-06-18 10:46:05","KESPIRITU","0.00","1500.00"
"000007200","2020-06-20 10:10:45","KESPIRITU","0.00","900.00"
"000007201","2020-06-19 10:04:26","KESPIRITU","0.00","500.00"
"000007202","2020-06-19 15:17:28","KESPIRITU","0.00","1000.00"
"000007204","2020-06-19 10:32:50","KESPIRITU","0.00","1700.00"
"000007205","2020-06-19 15:04:13","KESPIRITU","0.00","1000.00"
"000007206","2020-06-20 09:47:29","KESPIRITU","0.00","700.00"
"000007207","2020-06-20 10:00:07","KESPIRITU","0.00","3000.00"
"000007208","2020-06-20 09:24:12","KESPIRITU","0.00","700.00"
"000007209","2020-06-19 16:48:48","KESPIRITU","0.00","700.00"
"000007210","2020-06-20 09:58:05","KESPIRITU","0.00","300.00"
"000007211","2020-06-20 10:16:02","KESPIRITU","0.00","700.00"
"000007212","2020-06-20 14:14:46","KESPIRITU","0.00","1500.00"
"000007213","2020-06-22 10:16:44","KESPIRITU","0.00","200.00"
"000007214","2020-06-22 10:20:05","KESPIRITU","0.00","200.00"
"000007215","2020-06-23 11:00:42","KESPIRITU","0.00","700.00"
"000007216","2020-06-22 11:58:20","KESPIRITU","0.00","1000.00"
"000007217","2020-06-22 12:02:11","KESPIRITU","0.00","400.00"
"000007218","2020-06-23 10:14:14","KESPIRITU","0.00","1000.00"
"000007219","2020-06-23 11:17:51","KESPIRITU","0.00","700.00"
"000007220","2020-06-23 16:24:04","KESPIRITU","0.00","500.00"
"000007222","2020-06-23 09:54:38","KESPIRITU","0.00","500.00"
"000007223","2020-06-23 10:19:21","KESPIRITU","0.00","300.00"
"000007224","2020-06-23 10:59:51","KESPIRITU","0.00","500.00"
"000007225","2020-06-23 12:44:56","KESPIRITU","0.00","500.00"
"000007226","2020-06-23 12:25:14","KESPIRITU","0.00","300.00"
"000007227","2020-06-24 10:07:08","KESPIRITU","0.00","1000.00"
"000007228","2020-06-24 09:59:38","KESPIRITU","0.00","1000.00"
"000007229","2020-06-24 10:19:00","KESPIRITU","0.00","400.00"
"000007231","2020-06-25 10:18:14","KESPIRITU","0.00","400.00"
"000007232","2020-06-25 10:20:21","KESPIRITU","0.00","300.00"
"000007233","2020-06-26 16:04:16","KESPIRITU","0.00","100.00"
"000007234","2020-06-27 10:23:25","KESPIRITU","0.00","500.00"
"000007235","2020-06-27 10:20:03","KESPIRITU","0.00","700.00"
"000007236","2020-06-27 10:34:01","KESPIRITU","0.00","800.00"
"000007237","2020-06-26 17:08:20","KESPIRITU","0.00","5000.00"
"000007238","2020-06-27 10:54:50","KESPIRITU","0.00","3000.00"
"000007239","2020-06-27 10:59:06","KESPIRITU","0.00","1000.00"
"000007240","2020-06-27 10:45:07","KESPIRITU","0.00","2000.00"
"000007241","2020-06-27 12:34:55","KESPIRITU","0.00","700.00"
"000007242","2020-06-27 10:47:31","KESPIRITU","0.00","2500.00"
"000007243","2020-06-30 09:14:39","KESPIRITU","0.00","2000.00"
"000007244","2020-06-27 11:40:05","KESPIRITU","0.00","400.00"
"000007245","2020-06-27 15:32:55","KESPIRITU","0.00","4000.00"
"000007246","2020-06-30 10:55:51","KESPIRITU","0.00","700.00"
"000007247","2020-06-30 10:51:31","KESPIRITU","0.00","700.00"
"000007248","2020-06-30 10:40:10","KESPIRITU","0.00","1000.00"
"000007249","2020-06-30 16:11:44","KESPIRITU","0.00","1200.00"
"000007250","2020-06-30 10:44:58","KESPIRITU","0.00","1000.00"
"000007251","2020-06-30 15:22:30","KESPIRITU","0.00","600.00"
"000007252","2020-06-30 11:07:55","KESPIRITU","0.00","500.00"
"000007253","2020-06-30 10:45:34","KESPIRITU","0.00","200.00"
"000007254","2020-06-30 10:35:39","KESPIRITU","0.00","1200.00"
"000007255","2020-06-30 10:27:38","KESPIRITU","0.00","500.00"
"000007256","2020-06-30 10:32:42","KESPIRITU","0.00","500.00"
"000007257","2020-06-30 09:59:59","KESPIRITU","0.00","100.00"
"000007258","2020-06-30 11:33:44","KESPIRITU","0.00","500.00"
"000007259","2020-06-30 10:33:30","KESPIRITU","0.00","2000.00"
"000007261","2020-06-30 10:12:20","KESPIRITU","0.00","109.00"
"000007262","2020-06-30 11:08:48","KESPIRITU","0.00","500.00"
"000007263","2020-06-30 11:13:38","KESPIRITU","0.00","1200.00"
"000007264","2020-06-30 11:03:44","KESPIRITU","0.00","381.40"
"000007266","2020-06-30 13:57:25","KESPIRITU","0.00","500.00"
"000007267","2020-06-30 13:19:37","KESPIRITU","0.00","500.00"
"000007268","2020-06-30 14:02:22","KESPIRITU","0.00","300.00"
"000007269","2020-06-30 14:57:34","KESPIRITU","0.00","400.00"
"000007270","2020-06-30 18:17:33","KESPIRITU","0.00","1500.00"
"000007271","2020-07-01 10:54:14","KESPIRITU","0.00","700.00"
"000007272","2020-07-03 10:27:10","KESPIRITU","0.00","400.00"
"000007273","2020-07-01 11:04:33","KESPIRITU","0.00","500.00"
"000007274","2020-07-01 10:59:57","KESPIRITU","0.00","500.00"
"000007275","2020-07-01 12:16:53","KESPIRITU","0.00","500.00"
"000007276","2020-07-02 09:49:21","KESPIRITU","0.00","1200.00"
"000007277","2020-07-02 12:24:17","KESPIRITU","0.00","1200.00"
"000007278","2020-07-02 10:23:57","KESPIRITU","0.00","800.00"
"000007279","2020-07-02 11:30:40","KESPIRITU","0.00","200.00"
"000007280","2020-07-02 10:27:03","KESPIRITU","0.00","2000.00"
"000007281","2020-07-02 10:20:53","KESPIRITU","0.00","300.00"
"000007282","2020-07-02 10:24:35","KESPIRITU","0.00","600.00"
"000007283","2020-07-02 10:23:28","KESPIRITU","0.00","500.00"
"000007284","2020-07-02 16:22:33","KESPIRITU","0.00","1000.00"
"000007285","2020-07-02 10:44:45","KESPIRITU","0.00","500.00"
"000007286","2020-07-02 11:55:20","KESPIRITU","0.00","1000.00"
"000007288","2020-07-03 10:34:22","KESPIRITU","0.00","1000.00"
"000007289","2020-07-03 10:54:02","KESPIRITU","0.00","3000.00"
"000007290","2020-07-03 10:29:08","KESPIRITU","0.00","300.00"
"000007291","2020-07-03 10:14:36","KESPIRITU","0.00","1000.00"
"000007292","2020-07-03 10:18:45","KESPIRITU","0.00","3000.00"
"000007293","2020-07-03 10:40:59","KESPIRITU","0.00","300.00"
"000007294","2020-07-03 10:20:05","KESPIRITU","0.00","300.00"
"000007295","2020-07-04 10:00:38","KESPIRITU","0.00","500.00"
"000007296","2020-07-03 16:44:54","KESPIRITU","0.00","2000.00"
"000007297","2020-07-04 09:59:24","KESPIRITU","0.00","1000.00"
"000007298","2020-07-06 12:08:02","KESPIRITU","0.00","1800.00"
"000007299","2020-07-04 09:54:33","KESPIRITU","0.00","1000.00"
"000007300","2020-07-04 11:15:42","KESPIRITU","0.00","800.00"
"000007301","2020-07-04 16:17:15","KESPIRITU","0.00","204.00"
"000007302","2020-07-04 13:04:44","KESPIRITU","0.00","1000.00"
"000007303","2020-07-06 10:10:30","KESPIRITU","0.00","800.00"
"000007304","2020-07-06 10:02:26","KESPIRITU","0.00","3000.00"
"000007305","2020-07-06 10:15:36","KESPIRITU","0.00","1000.00"
"000007306","2020-07-07 11:44:56","KESPIRITU","0.00","400.00"
"000007307","2020-07-06 10:59:07","KESPIRITU","0.00","500.00"
"000007308","2020-07-07 10:03:27","KESPIRITU","0.00","500.00"
"000007309","2020-07-06 15:43:57","KESPIRITU","0.00","600.00"
"000007310","2020-07-07 10:06:37","KESPIRITU","0.00","700.00"
"000007311","2020-07-07 10:28:59","KESPIRITU","0.00","2000.00"
"000007312","2020-07-07 10:26:18","KESPIRITU","0.00","200.00"
"000007313","2020-07-07 10:27:30","KESPIRITU","0.00","300.00"
"000007314","2020-07-04 17:24:33","KESPIRITU","0.00","765.00"
"000007315","2020-07-07 12:34:03","KESPIRITU","0.00","500.00"
"000007316","2020-07-07 10:22:58","KESPIRITU","0.00","150.00"
"000007317","2020-07-07 10:01:42","KESPIRITU","0.00","100.00"
"000007318","2020-07-07 14:44:34","KESPIRITU","0.00","400.00"
"000007319","2020-07-08 09:49:02","KESPIRITU","0.00","1000.00"
"000007320","2020-07-08 09:26:29","KESPIRITU","0.00","400.00"
"000007321","2020-07-08 09:54:53","KESPIRITU","0.00","500.00"
"000007322","2020-07-08 09:50:27","KESPIRITU","0.00","800.00"
"000007323","2020-07-08 15:50:19","KESPIRITU","0.00","100.00"
"000007324","2020-07-08 15:50:51","KESPIRITU","0.00","100.00"
"000007325","2020-07-08 15:48:38","KESPIRITU","0.00","500.00"
"000007326","2020-07-08 15:48:04","KESPIRITU","0.00","200.00"
"000007328","2020-07-09 10:09:41","KESPIRITU","0.00","1000.00"
"000007329","2020-07-09 10:11:57","KESPIRITU","0.00","300.00"
"000007330","2020-07-09 11:38:45","KESPIRITU","0.00","100.00"
"000007331","2020-07-10 09:44:49","KESPIRITU","0.00","300.00"
"000007332","2020-07-09 15:34:55","KESPIRITU","0.00","1000.00"
"000007333","2020-07-10 14:48:33","KESPIRITU","0.00","800.00"
"000007334","2020-07-10 09:52:51","KESPIRITU","0.00","2000.00"
"000007335","2020-07-10 10:11:00","KESPIRITU","0.00","300.00"
"000007336","2020-07-10 11:51:41","KESPIRITU","0.00","1500.00"
"000007337","2020-07-10 10:59:30","KESPIRITU","0.00","700.00"
"000007338","2020-07-10 10:23:06","KESPIRITU","0.00","1500.00"
"000007339","2020-07-10 10:10:25","KESPIRITU","0.00","1000.00"
"000007340","2020-07-10 11:13:14","KESPIRITU","0.00","500.00"
"000007341","2020-07-11 11:01:53","KESPIRITU","0.00","500.00"
"000007342","2020-07-11 11:21:00","KESPIRITU","0.00","500.00"
"000007344","2020-07-11 09:54:06","KESPIRITU","0.00","500.00"
"000007345","2020-07-11 12:32:32","KESPIRITU","0.00","600.00"
"000007346","2020-07-11 09:58:45","KESPIRITU","0.00","300.00"
"000007347","2020-07-11 11:17:01","KESPIRITU","0.00","300.00"
"000007348","2020-07-11 09:55:51","KESPIRITU","0.00","200.00"
"000007349","2020-07-11 11:03:08","KESPIRITU","0.00","300.00"
"000007350","2020-07-11 12:27:17","KESPIRITU","0.00","2000.00"
"000007351","2020-07-17 10:13:07","KESPIRITU","0.00","700.00"
"000007352","2020-07-13 10:19:38","KESPIRITU","0.00","500.00"
"000007353","2020-07-13 10:22:54","KESPIRITU","0.00","200.00"
"000007354","2020-07-13 11:16:28","KESPIRITU","0.00","300.00"
"000007355","2020-07-13 11:14:30","KESPIRITU","0.00","300.00"
"000007356","2020-07-13 10:14:27","KESPIRITU","0.00","400.00"
"000007357","2020-08-03 09:38:17","KESPIRITU","0.00","500.00"
"000007358","2020-07-13 10:42:26","KESPIRITU","0.00","600.00"
"000007359","2020-07-13 12:16:03","KESPIRITU","0.00","400.00"
"000007360","2020-07-13 11:39:28","KESPIRITU","0.00","1500.00"
"000007361","2020-07-14 10:54:42","KESPIRITU","0.00","250.00"
"000007362","2020-07-14 11:00:46","KESPIRITU","0.00","700.00"
"000007363","2020-07-14 11:19:44","KESPIRITU","0.00","500.00"
"000007364","2020-07-14 10:58:10","KESPIRITU","0.00","300.00"
"000007365","2020-07-14 11:06:12","KESPIRITU","0.00","500.00"
"000007366","2020-07-14 11:12:53","KESPIRITU","0.00","14000.00"
"000007367","2020-07-14 11:05:29","KESPIRITU","0.00","500.00"
"000007368","2020-07-14 11:08:18","KESPIRITU","0.00","400.00"
"000007369","2020-07-15 10:19:27","KESPIRITU","0.00","500.00"
"000007370","2020-07-15 10:12:23","KESPIRITU","0.00","400.00"
"000007371","2020-07-14 10:18:06","KESPIRITU","0.00","1500.00"
"000007372","2020-07-15 10:09:50","KESPIRITU","0.00","300.00"
"000007373","2020-07-15 10:22:40","KESPIRITU","0.00","400.00"
"000007374","2020-07-15 10:26:26","KESPIRITU","0.00","500.00"
"000007375","2020-07-15 10:03:45","KESPIRITU","0.00","700.00"
"000007376","2020-07-15 10:07:07","KESPIRITU","0.00","200.00"
"000007377","2020-07-15 11:23:04","KESPIRITU","0.00","500.00"
"000007378","2020-07-15 11:23:28","KESPIRITU","0.00","300.00"
"000007379","2020-07-15 11:06:42","KESPIRITU","0.00","500.00"
"000007380","2020-07-16 10:24:47","KESPIRITU","0.00","500.00"
"000007382","2020-07-16 12:32:39","KESPIRITU","0.00","500.00"
"000007383","2020-07-16 10:47:22","KESPIRITU","0.00","500.00"
"000007384","2020-07-16 10:52:37","KESPIRITU","0.00","800.00"
"000007385","2020-07-16 17:41:41","KESPIRITU","0.00","400.00"
"000007386","2020-07-16 10:49:47","KESPIRITU","0.00","400.00"
"000007387","2020-07-17 11:55:16","KESPIRITU","0.00","300.00"
"000007388","2020-07-17 10:25:07","KESPIRITU","0.00","3000.00"
"000007389","2020-07-17 10:30:28","KESPIRITU","0.00","1000.00"
"000007390","2020-07-17 10:21:56","KESPIRITU","0.00","400.00"
"000007391","2020-07-17 10:16:03","KESPIRITU","0.00","500.00"
"000007393","2020-07-17 10:35:04","KESPIRITU","0.00","1000.00"
"000007394","2020-07-17 11:30:13","KESPIRITU","0.00","1000.00"
"000007395","2020-07-17 11:27:13","KESPIRITU","0.00","100.00"
"000007396","2020-07-17 12:15:14","KESPIRITU","0.00","1000.00"
"000007397","2020-07-17 11:57:32","KESPIRITU","0.00","300.00"
"000007398","2020-07-17 16:39:44","KESPIRITU","0.00","2000.00"
"000007399","2020-07-18 10:22:31","KESPIRITU","0.00","1100.00"
"000007400","2020-07-18 09:43:53","KESPIRITU","0.00","700.00"
"000007401","2020-07-18 09:50:50","KESPIRITU","0.00","700.00"
"000007402","2020-07-18 09:48:27","KESPIRITU","0.00","1000.00"
"000007403","2020-07-18 10:42:41","KESPIRITU","0.00","800.00"
"000007404","2020-07-20 09:59:25","KESPIRITU","0.00","500.00"
"000007405","2020-07-20 10:53:43","KESPIRITU","0.00","500.00"
"000007406","2020-07-20 10:49:13","KESPIRITU","0.00","700.00"
"000007407","2020-07-21 11:33:18","KESPIRITU","0.00","1600.00"
"000007408","2020-07-20 11:56:37","KESPIRITU","0.00","500.00"
"000007409","2020-07-20 15:45:53","KESPIRITU","0.00","500.00"
"000007410","2020-07-20 12:30:02","KESPIRITU","0.00","700.00"
"000007411","2020-07-20 11:10:52","KESPIRITU","0.00","300.00"
"000007412","2020-07-20 12:21:53","KESPIRITU","0.00","500.00"
"000007413","2020-07-20 12:24:42","KESPIRITU","0.00","500.00"
"000007414","2020-07-21 10:25:04","KESPIRITU","0.00","7000.00"
"000007415","2020-07-21 10:16:35","KESPIRITU","0.00","1000.00"
"000007416","2020-07-21 12:56:19","KESPIRITU","0.00","500.00"
"000007417","2020-07-21 16:25:10","KESPIRITU","0.00","300.00"
"000007418","2020-07-21 10:51:48","KESPIRITU","0.00","1500.00"
"000007420","2020-07-21 10:29:53","KESPIRITU","0.00","3000.00"
"000007421","2020-07-21 10:59:39","KESPIRITU","0.00","700.00"
"000007422","2020-07-21 10:34:01","KESPIRITU","0.00","400.00"
"000007423","2020-07-21 15:49:06","KESPIRITU","0.00","500.00"
"000007424","2020-07-21 11:10:33","KESPIRITU","0.00","500.00"
"000007425","2020-07-21 15:32:57","KESPIRITU","0.00","700.00"
"000007426","2020-07-21 15:53:22","KESPIRITU","0.00","3000.00"
"000007427","2020-07-22 10:34:59","KESPIRITU","0.00","2000.00"
"000007428","2020-07-22 10:11:12","KESPIRITU","0.00","200.00"
"000007429","2020-07-22 10:04:18","KESPIRITU","0.00","300.00"
"000007430","2020-07-22 10:13:56","KESPIRITU","0.00","300.00"
"000007431","2020-07-22 10:06:33","KESPIRITU","0.00","800.00"
"000007432","2020-07-22 10:11:57","KESPIRITU","0.00","700.00"
"000007433","2020-07-22 10:17:31","KESPIRITU","0.00","200.00"
"000007434","2020-07-22 10:50:52","KESPIRITU","0.00","200.00"
"000007435","2020-07-22 15:32:18","KESPIRITU","0.00","100.00"
"000007436","2020-07-23 09:57:47","KESPIRITU","0.00","200.00"
"000007437","2020-07-22 16:31:37","KESPIRITU","0.00","100.00"
"000007438","2020-07-23 10:01:19","KESPIRITU","0.00","700.00"
"000007439","2020-07-23 10:04:03","KESPIRITU","0.00","500.00"
"000007440","2020-07-23 10:06:14","KESPIRITU","0.00","250.00"
"000007441","2020-07-23 09:37:31","KESPIRITU","0.00","500.00"
"000007442","2020-07-23 10:13:37","KESPIRITU","0.00","600.00"
"000007443","2020-07-23 10:10:40","KESPIRITU","0.00","700.00"
"000007444","2020-07-23 10:33:57","KESPIRITU","0.00","350.00"
"000007445","2020-07-23 12:28:15","KESPIRITU","0.00","700.00"
"000007446","2020-07-23 16:00:32","KESPIRITU","0.00","100.00"
"000007447","2020-07-24 11:28:35","KESPIRITU","0.00","300.00"
"000007448","2020-07-24 12:23:28","KESPIRITU","0.00","400.00"
"000007449","2020-07-24 09:45:39","KESPIRITU","0.00","100.00"
"000007450","2020-07-24 12:29:31","KESPIRITU","0.00","500.00"
"000007451","2020-07-24 10:16:31","KESPIRITU","0.00","600.00"
"000007452","2020-07-30 10:53:44","KESPIRITU","0.00","400.00"
"000007453","2020-07-24 11:21:18","KESPIRITU","0.00","1000.00"
"000007454","2020-07-25 10:46:13","KESPIRITU","0.00","600.00"
"000007455","2020-07-24 17:02:52","KESPIRITU","0.00","500.00"
"000007456","2020-07-25 10:27:20","KESPIRITU","0.00","1200.00"
"000007457","2020-07-25 09:55:17","KESPIRITU","0.00","800.00"
"000007458","2020-07-25 09:56:47","KESPIRITU","0.00","300.00"
"000007459","2020-07-25 10:34:09","KESPIRITU","0.00","5000.00"
"000007460","2020-07-25 09:52:24","KESPIRITU","0.00","700.00"
"000007461","2020-07-25 13:16:37","KESPIRITU","0.00","1000.00"
"000007462","2020-07-25 11:42:47","KESPIRITU","0.00","1000.00"
"000007463","2020-07-25 12:20:58","KESPIRITU","0.00","700.00"
"000007464","2020-07-27 10:12:23","KESPIRITU","0.00","3000.00"
"000007465","2020-07-27 10:14:51","KESPIRITU","0.00","1200.00"
"000007466","2020-07-27 10:07:36","KESPIRITU","0.00","150.00"
"000007468","2020-07-27 10:17:40","KESPIRITU","0.00","3000.00"
"000007470","2020-07-27 15:37:38","KESPIRITU","0.00","300.00"
"000007471","2020-07-27 10:46:41","KESPIRITU","0.00","500.00"
"000007472","2020-07-27 11:21:04","KESPIRITU","0.00","500.00"
"000007473","2020-07-27 10:55:42","KESPIRITU","0.00","300.00"
"000007474","2020-07-27 10:29:43","KESPIRITU","0.00","1500.00"
"000007475","2020-07-27 15:19:30","KESPIRITU","0.00","400.00"
"000007476","2020-07-27 17:50:31","KESPIRITU","0.00","600.00"
"000007477","2020-07-29 10:34:33","KESPIRITU","0.00","2000.00"
"000007478","2020-07-29 10:17:27","KESPIRITU","0.00","400.00"
