idsolicitud,monto,fechareg
"000020931","1.00","2022-05-05"
"000020932","1.00","2022-05-05"
"000020933","1.00","2022-05-05"
"000020934","1.00","2022-05-05"
"000020936","1.00","2022-05-05"
"000020937","1.00","2022-05-05"
"000020938","1.00","2022-05-05"
"000020939","1.00","2022-05-05"
"000020940","1.00","2022-05-05"
"000020941","2.00","2022-05-05"
"000020943","1.00","2022-05-05"
"000020944","1.00","2022-05-05"
"000020945","2.00","2022-05-05"
"000020946","1.00","2022-05-05"
"000020947","2.00","2022-05-05"
"000020948","1.00","2022-05-05"
"000020949","1.00","2022-05-05"
"000020950","1.00","2022-05-05"
"000020951","1.00","2022-05-05"
"000020952","8.00","2022-05-06"
"000020953","3.00","2022-05-05"
"000020954","1.00","2022-05-05"
"000020955","1.00","2022-05-05"
"000020956","1.00","2022-05-06"
"000020957","2.00","2022-05-05"
"000020958","1.00","2022-05-06"
"000020959","1.00","2022-05-06"
"000020960","1.00","2022-05-06"
"000020961","8.00","2022-05-06"
"000020962","1.00","2022-05-06"
"000020963","1.00","2022-05-06"
"000020964","1.00","2022-05-06"
"000020965","1.00","2022-05-06"
"000020966","1.00","2022-05-06"
"000020967","2.00","2022-05-06"
"000020968","1.00","2022-05-07"
"000020969","4.00","2022-05-06"
"000020970","1.00","2022-05-06"
"000020971","1.00","2022-05-06"
"000020972","1.00","2022-05-06"
"000020973","1.00","2022-05-06"
"000020974","2.00","2022-05-06"
"000020975","1.00","2022-05-06"
"000020976","1.00","2022-05-06"
"000020977","1.00","2022-05-06"
"000020978","1.00","2022-05-06"
"000020979","1.00","2022-05-06"
"000020980","1.00","2022-05-06"
"000020981","1.00","2022-05-06"
"000020982","1.00","2022-05-07"
"000020983","1.00","2022-05-06"
"000020985","2.00","2022-05-06"
"000020986","2.00","2022-05-06"
"000020988","2.00","2022-05-06"
"000020989","1.00","2022-05-06"
"000020990","1.00","2022-05-06"
"000020991","1.00","2022-05-06"
"000020992","3.00","2022-05-06"
"000020993","1.00","2022-05-06"
"000020994","1.00","2022-05-06"
"000020995","1.00","2022-05-06"
"000020996","1.00","2022-05-06"
"000020997","2.00","2022-05-06"
"000020998","1.00","2022-05-06"
"000020999","1.00","2022-05-06"
"000021000","2.00","2022-05-07"
"000021001","2.00","2022-05-07"
"000021002","1.00","2022-05-07"
"000021003","1.00","2022-05-07"
"000021004","1.00","2022-05-07"
"000021006","1.00","2022-05-07"
"000021007","1.00","2022-05-07"
"000021008","3.00","2022-05-07"
"000021009","1.00","2022-05-07"
"000021010","1.00","2022-05-07"
"000021011","1.00","2022-05-07"
"000021012","2.00","2022-05-07"
"000021013","8.00","2022-05-07"
"000021014","2.00","2022-05-07"
"000021015","1.00","2022-05-07"
"000021016","1.00","2022-05-07"
"000021017","1.00","2022-05-09"
"000021018","1.00","2022-05-09"
"000021019","1.00","2022-05-09"
"000021020","3.00","2022-05-09"
"000021021","1.00","2022-05-09"
"000021022","2.00","2022-05-09"
"000021023","1.00","2022-05-09"
"000021024","4.00","2022-05-09"
"000021025","1.00","2022-05-09"
"000021026","1.00","2022-05-09"
"000021027","1.00","2022-05-09"
"000021028","8.00","2022-05-09"
"000021029","3.00","2022-05-09"
"000021030","1.00","2022-05-09"
"000021031","1.00","2022-05-09"
"000021032","1.00","2022-05-09"
"000021034","3.00","2022-05-09"
"000021035","2.00","2022-05-09"
"000021036","1.00","2022-05-11"
"000021037","1.00","2022-05-10"
"000021038","1.00","2022-05-10"
"000021039","1.00","2022-05-09"
"000021040","3.00","2022-05-09"
"000021041","2.00","2022-05-09"
"000021042","1.00","2022-05-09"
"000021043","1.00","2022-05-10"
"000021046","1.00","2022-05-10"
"000021047","3.00","2022-05-10"
"000021048","1.00","2022-05-10"
"000021049","1.00","2022-05-10"
"000021050","1.00","2022-05-10"
"000021051","2.00","2022-05-10"
"000021052","1.00","2022-05-10"
"000021054","1.00","2022-05-10"
"000021055","1.00","2022-05-10"
"000021056","8.00","2022-05-10"
"000021057","1.00","2022-05-10"
"000021059","1.00","2022-05-10"
"000021060","1.00","2022-05-10"
"000021061","1.00","2022-05-10"
"000021062","1.00","2022-05-11"
"000021063","2.00","2022-05-10"
"000021064","1.00","2022-05-10"
"000021065","2.00","2022-05-10"
"000021066","1.00","2022-05-10"
"000021068","1.00","2022-05-11"
"000021069","1.00","2022-05-11"
"000021071","1.00","2022-05-11"
"000021072","1.00","2022-05-11"
"000021073","1.00","2022-05-11"
"000021075","2.00","2022-05-11"
"000021076","1.00","2022-05-11"
"000021077","1.00","2022-05-11"
"000021078","1.00","2022-05-11"
"000021080","1.00","2022-05-11"
"000021082","1.00","2022-05-11"
"000021083","1.00","2022-05-11"
"000021084","1.00","2022-05-11"
"000021086","1.00","2022-05-11"
"000021088","2.00","2022-05-11"
"000021089","8.00","2022-05-11"
"000021091","1.00","2022-05-11"
"000021092","4.00","2022-05-12"
"000021093","2.00","2022-05-11"
"000021094","1.00","2022-05-11"
"000021095","3.00","2022-05-12"
"000021096","1.00","2022-05-11"
"000021097","1.00","2022-05-12"
"000021098","1.00","2022-05-11"
"000021100","2.00","2022-05-12"
"000021101","1.00","2022-05-12"
"000021102","3.00","2022-05-12"
"000021103","2.00","2022-05-12"
"000021104","1.00","2022-05-12"
"000021105","1.00","2022-05-12"
"000021106","1.00","2022-05-12"
"000021107","1.00","2022-05-12"
"000021108","1.00","2022-05-18"
"000021109","3.00","2022-05-12"
"000021110","3.00","2022-05-12"
"000021111","1.00","2022-05-12"
"000021112","1.00","2022-05-12"
"000021113","1.00","2022-05-12"
"000021114","1.00","2022-05-12"
"000021116","2.00","2022-05-12"
"000021117","1.00","2022-05-12"
"000021119","1.00","2022-05-12"
"000021120","1.00","2022-05-12"
"000021121","1.00","2022-05-12"
"000021123","8.00","2022-05-12"
"000021124","1.00","2022-05-12"
"000021125","1.00","2022-05-12"
"000021126","4.00","2022-05-12"
"000021127","1.00","2022-05-12"
"000021128","1.00","2022-05-12"
"000021129","1.00","2022-05-12"
"000021130","1.00","2022-05-12"
"000021131","1.00","2022-05-13"
"000021132","1.00","2022-05-13"
"000021133","1.00","2022-05-13"
"000021134","1.00","2022-05-13"
"000021135","1.00","2022-05-13"
"000021136","4.00","2022-05-13"
"000021137","2.00","2022-05-13"
"000021138","1.00","2022-05-13"
"000021139","1.00","2022-05-13"
"000021141","1.00","2022-05-13"
"000021143","1.00","2022-05-13"
"000021144","8.00","2022-05-13"
"000021145","1.00","2022-05-13"
"000021146","2.00","2022-05-13"
"000021147","1.00","2022-05-13"
"000021148","1.00","2022-05-13"
"000021149","8.00","2022-05-13"
"000021150","1.00","2022-05-13"
"000021151","2.00","2022-05-13"
"000021152","1.00","2022-05-13"
"000021153","1.00","2022-05-13"
"000021154","1.00","2022-05-13"
"000021155","1.00","2022-05-13"
"000021156","1.00","2022-05-13"
"000021157","1.00","2022-05-13"
"000021158","2.00","2022-05-13"
"000021159","2.00","2022-05-13"
"000021160","2.00","2022-05-13"
"000021163","3.00","2022-05-13"
"000021164","3.00","2022-05-13"
"000021165","1.00","2022-05-13"
"000021166","1.00","2022-05-13"
"000021169","1.00","2022-05-13"
"000021170","8.00","2022-05-13"
"000021171","1.00","2022-05-13"
"000021172","1.00","2022-05-13"
"000021173","1.00","2022-05-13"
"000021174","1.00","2022-05-13"
"000021175","2.00","2022-05-13"
"000021176","1.00","2022-05-13"
"000021177","1.00","2022-05-13"
"000021178","1.00","2022-05-13"
"000021179","1.00","2022-05-14"
"000021181","2.00","2022-05-14"
"000021182","1.00","2022-05-14"
"000021183","1.00","2022-05-14"
"000021184","3.00","2022-05-14"
"000021185","1.00","2022-05-14"
"000021186","4.00","2022-05-14"
"000021187","2.00","2022-05-14"
"000021188","2.00","2022-05-14"
"000021189","2.00","2022-05-14"
"000021190","2.00","2022-05-14"
"000021191","1.00","2022-05-14"
"000021192","1.00","2022-05-14"
"000021194","1.00","2022-05-16"
"000021195","2.00","2022-05-16"
"000021196","2.00","2022-05-16"
"000021197","1.00","2022-05-16"
"000021198","1.00","2022-05-16"
"000021199","1.00","2022-05-16"
"000021200","1.00","2022-05-16"
"000021201","1.00","2022-05-16"
"000021203","1.00","2022-05-16"
"000021204","8.00","2022-05-16"
"000021205","1.00","2022-05-16"
"000021206","2.00","2022-05-16"
"000021207","1.00","2022-05-16"
"000021208","1.00","2022-05-16"
"000021209","2.00","2022-05-16"
"000021210","3.00","2022-05-16"
"000021211","2.00","2022-05-16"
"000021212","1.00","2022-05-16"
"000021213","1.00","2022-05-16"
"000021214","1.00","2022-05-16"
"000021215","2.00","2022-05-16"
"000021216","1.00","2022-05-16"
"000021217","8.00","2022-05-16"
"000021218","1.00","2022-05-16"
"000021219","2.00","2022-05-16"
"000021220","1.00","2022-05-17"
"000021221","1.00","2022-05-16"
"000021222","1.00","2022-05-16"
"000021223","1.00","2022-05-18"
"000021224","2.00","2022-05-16"
"000021225","1.00","2022-05-16"
"000021226","1.00","2022-05-18"
"000021227","3.00","2022-05-17"
"000021228","1.00","2022-05-17"
"000021229","1.00","2022-05-17"
"000021230","2.00","2022-05-17"
"000021232","1.00","2022-05-17"
"000021234","1.00","2022-05-17"
"000021235","2.00","2022-05-17"
"000021236","1.00","2022-05-17"
"000021237","1.00","2022-05-17"
"000021238","1.00","2022-05-17"
"000021241","8.00","2022-05-17"
"000021242","1.00","2022-05-17"
"000021243","1.00","2022-05-17"
"000021244","1.00","2022-05-17"
"000021245","1.00","2022-05-17"
"000021246","1.00","2022-05-17"
"000021247","1.00","2022-05-17"
"000021248","3.00","2022-05-17"
"000021249","2.00","2022-05-17"
"000021250","2.00","2022-05-17"
"000021251","1.00","2022-05-17"
"000021252","1.00","2022-05-17"
"000021253","1.00","2022-05-17"
"000021254","1.00","2022-05-17"
"000021255","1.00","2022-05-17"
"000021256","1.00","2022-05-17"
"000021259","2.00","2022-05-17"
"000021260","3.00","2022-05-17"
"000021261","1.00","2022-05-17"
"000021262","1.00","2022-05-18"
"000021263","1.00","2022-05-17"
"000021264","1.00","2022-05-17"
"000021265","1.00","2022-05-18"
"000021267","1.00","2022-05-18"
"000021268","1.00","2022-05-18"
"000021269","1.00","2022-05-18"
"000021271","4.00","2022-05-18"
"000021272","1.00","2022-05-18"
"000021273","1.00","2022-05-18"
"000021274","2.00","2022-05-18"
"000021276","4.00","2022-05-18"
"000021277","1.00","2022-05-18"
"000021278","2.00","2022-05-18"
"000021279","1.00","2022-05-19"
"000021280","1.00","2022-05-18"
"000021281","1.00","2022-05-18"
"000021283","2.00","2022-05-18"
"000021284","1.00","2022-05-18"
"000021285","1.00","2022-05-18"
"000021286","1.00","2022-05-18"
"000021287","1.00","2022-05-18"
"000021288","1.00","2022-05-18"
"000021289","1.00","2022-05-18"
"000021291","1.00","2022-05-18"
"000021292","1.00","2022-05-18"
"000021294","1.00","2022-05-18"
"000021295","1.00","2022-05-18"
"000021298","2.00","2022-05-18"
"000021299","1.00","2022-05-18"
"000021300","1.00","2022-05-19"
"000021302","1.00","2022-05-20"
"000021303","1.00","2022-05-19"
"000021304","2.00","2022-05-19"
"000021305","1.00","2022-05-19"
"000021306","1.00","2022-05-19"
"000021307","1.00","2022-05-19"
"000021308","1.00","2022-05-19"
"000021310","2.00","2022-05-19"
"000021311","1.00","2022-05-19"
"000021314","1.00","2022-05-19"
"000021315","1.00","2022-05-19"
"000021316","2.00","2022-05-19"
"000021317","1.00","2022-05-19"
"000021318","1.00","2022-05-19"
"000021319","1.00","2022-05-20"
"000021320","3.00","2022-05-19"
"000021322","1.00","2022-05-20"
"000021323","2.00","2022-05-19"
"000021325","1.00","2022-05-19"
"000021326","1.00","2022-05-19"
"000021327","1.00","2022-05-19"
"000021328","4.00","2022-05-19"
"000021329","1.00","2022-05-19"
"000021330","1.00","2022-05-19"
"000021331","8.00","2022-05-19"
"000021332","1.00","2022-05-19"
"000021333","1.00","2022-05-19"
"000021334","1.00","2022-05-20"
"000021335","1.00","2022-05-20"
"000021336","3.00","2022-05-20"
"000021337","4.00","2022-05-20"
"000021338","1.00","2022-05-20"
"000021340","1.00","2022-05-20"
"000021342","1.00","2022-05-20"
"000021343","2.00","2022-05-20"
"000021344","8.00","2022-05-20"
"000021345","1.00","2022-05-20"
"000021346","2.00","2022-05-20"
"000021347","1.00","2022-05-20"
"000021348","1.00","2022-05-20"
"000021349","1.00","2022-05-20"
"000021350","1.00","2022-05-20"
"000021351","1.00","2022-05-20"
"000021352","2.00","2022-05-20"
"000021354","2.00","2022-05-20"
"000021355","1.00","2022-05-20"
"000021356","1.00","2022-05-20"
"000021357","1.00","2022-05-20"
"000021359","1.00","2022-05-20"
"000021360","2.00","2022-05-20"
"000021362","4.00","2022-05-20"
"000021363","1.00","2022-05-20"
"000021364","8.00","2022-05-20"
"000021365","1.00","2022-05-20"
"000021366","1.00","2022-05-20"
"000021367","1.00","2022-05-20"
"000021368","1.00","2022-05-20"
"000021369","1.00","2022-05-20"
"000021370","2.00","2022-05-20"
"000021371","2.00","2022-05-20"
"000021372","2.00","2022-05-20"
"000021373","1.00","2022-05-20"
"000021374","3.00","2022-05-20"
"000021375","1.00","2022-05-20"
"000021376","1.00","2022-05-20"
"000021377","1.00","2022-05-20"
"000021378","8.00","2022-05-20"
"000021379","1.00","2022-05-20"
"000021380","2.00","2022-05-20"
"000021381","1.00","2022-05-20"
"000021383","8.00","2022-05-20"
"000021384","1.00","2022-05-20"
"000021385","1.00","2022-05-20"
"000021386","3.00","2022-05-20"
"000021387","1.00","2022-05-20"
"000021388","1.00","2022-05-21"
"000021389","1.00","2022-05-20"
"000021390","1.00","2022-05-20"
"000021391","1.00","2022-05-20"
"000021392","1.00","2022-05-20"
"000021393","1.00","2022-05-20"
"000021394","2.00","2022-05-20"
"000021395","1.00","2022-05-20"
"000021396","1.00","2022-05-21"
"000021397","1.00","2022-05-21"
"000021398","1.00","2022-05-21"
"000021399","1.00","2022-05-21"
"000021400","1.00","2022-05-21"
"000021401","1.00","2022-05-21"
"000021402","1.00","2022-05-21"
"000021403","2.00","2022-05-21"
"000021404","1.00","2022-05-21"
"000021405","1.00","2022-05-21"
"000021406","1.00","2022-05-21"
"000021407","1.00","2022-05-21"
"000021408","2.00","2022-05-21"
"000021412","1.00","2022-05-21"
"000021413","1.00","2022-05-21"
"000021414","1.00","2022-05-21"
"000021415","1.00","2022-05-21"
"000021416","1.00","2022-05-21"
"000021417","2.00","2022-05-21"
"000021418","2.00","2022-05-21"
"000021419","2.00","2022-05-21"
"000021420","1.00","2022-05-23"
"000021421","2.00","2022-05-23"
"000021422","1.00","2022-05-23"
"000021423","3.00","2022-05-23"
"000021424","1.00","2022-05-23"
"000021425","1.00","2022-05-23"
"000021426","1.00","2022-05-23"
"000021427","1.00","2022-05-23"
"000021428","1.00","2022-05-23"
"000021429","1.00","2022-05-23"
"000021430","2.00","2022-05-23"
"000021431","2.00","2022-05-23"
"000021432","1.00","2022-05-23"
"000021433","2.00","2022-05-23"
"000021434","2.00","2022-05-23"
"000021435","1.00","2022-05-23"
"000021436","8.00","2022-05-23"
"000021437","4.00","2022-05-23"
"000021438","1.00","2022-05-23"
"000021439","1.00","2022-05-23"
"000021440","1.00","2022-05-23"
"000021441","1.00","2022-05-23"
"000021442","2.00","2022-05-23"
"000021443","1.00","2022-05-23"
"000021444","1.00","2022-05-24"
"000021445","1.00","2022-05-24"
"000021446","1.00","2022-05-24"
"000021447","1.00","2022-05-24"
"000021448","1.00","2022-05-24"
"000021449","1.00","2022-05-24"
"000021450","3.00","2022-05-24"
"000021455","1.00","2022-05-24"
"000021456","1.00","2022-05-24"
"000021457","1.00","2022-05-24"
"000021458","1.00","2022-05-24"
"000021459","1.00","2022-05-24"
"000021460","1.00","2022-05-24"
"000021461","1.00","2022-05-24"
"000021462","1.00","2022-05-24"
"000021463","8.00","2022-05-24"
"000021464","1.00","2022-05-24"
"000021465","1.00","2022-05-24"
"000021466","2.00","2022-05-24"
"000021467","1.00","2022-05-24"
"000021468","1.00","2022-05-24"
"000021469","1.00","2022-05-24"
"000021470","1.00","2022-05-24"
"000021471","1.00","2022-05-24"
"000021472","1.00","2022-05-24"
"000021473","1.00","2022-05-24"
"000021474","4.00","2022-05-24"
"000021475","1.00","2022-05-24"
"000021476","8.00","2022-05-24"
"000021477","1.00","2022-05-24"
"000021478","1.00","2022-05-25"
"000021479","1.00","2022-05-25"
"000021480","1.00","2022-05-24"
"000021481","3.00","2022-05-24"
"000021482","4.00","2022-05-24"
"000021483","1.00","2022-05-24"
"000021484","1.00","2022-05-24"
"000021485","2.00","2022-05-24"
"000021486","1.00","2022-05-24"
"000021487","1.00","2022-05-25"
"000021488","1.00","2022-05-25"
"000021489","2.00","2022-05-25"
"000021490","2.00","2022-05-25"
"000021491","2.00","2022-05-25"
"000021492","1.00","2022-05-25"
"000021493","1.00","2022-05-25"
"000021494","1.00","2022-05-25"
"000021495","2.00","2022-05-25"
"000021496","1.00","2022-05-25"
"000021497","1.00","2022-05-25"
"000021499","1.00","2022-05-25"
"000021500","1.00","2022-05-25"
"000021501","1.00","2022-05-25"
"000021502","1.00","2022-05-25"
"000021503","1.00","2022-05-25"
"000021504","1.00","2022-05-25"
"000021505","2.00","2022-05-25"
"000021506","1.00","2022-05-25"
"000021507","1.00","2022-05-25"
"000021508","2.00","2022-05-25"
"000021509","2.00","2022-05-25"
"000021510","1.00","2022-05-25"
"000021512","1.00","2022-05-25"
"000021513","1.00","2022-05-25"
"000021514","1.00","2022-05-26"
"000021515","1.00","2022-05-25"
"000021516","1.00","2022-05-26"
"000021517","1.00","2022-05-26"
"000021518","1.00","2022-05-25"
"000021519","1.00","2022-05-25"
"000021520","2.00","2022-05-25"
"000021521","8.00","2022-05-25"
"000021522","1.00","2022-05-25"
"000021523","1.00","2022-05-25"
"000021524","1.00","2022-05-26"
"000021525","4.00","2022-05-26"
"000021526","1.00","2022-05-25"
"000021527","1.00","2022-05-25"
"000021528","3.00","2022-05-25"
"000021529","1.00","2022-05-25"
"000021530","2.00","2022-05-26"
"000021531","2.00","2022-05-26"
"000021532","2.00","2022-05-26"
"000021533","1.00","2022-05-26"
"000021534","2.00","2022-05-26"
"000021535","8.00","2022-05-26"
"000021537","1.00","2022-05-26"
"000021538","2.00","2022-05-26"
"000021541","1.00","2022-05-26"
"000021543","1.00","2022-05-26"
"000021544","2.00","2022-05-26"
"000021546","1.00","2022-05-26"
"000021547","1.00","2022-05-26"
"000021549","1.00","2022-05-26"
"000021550","8.00","2022-05-26"
"000021551","1.00","2022-05-26"
"000021552","8.00","2022-05-26"
"000021553","1.00","2022-05-26"
"000021554","1.00","2022-05-27"
"000021555","1.00","2022-05-26"
"000021556","1.00","2022-05-27"
"000021557","1.00","2022-05-26"
"000021558","1.00","2022-05-27"
"000021559","1.00","2022-05-26"
"000021560","1.00","2022-05-26"
"000021561","1.00","2022-05-27"
"000021562","1.00","2022-05-27"
"000021563","8.00","2022-05-27"
"000021564","1.00","2022-05-27"
"000021565","1.00","2022-05-27"
"000021566","1.00","2022-05-27"
"000021567","3.00","2022-05-27"
"000021569","1.00","2022-05-27"
"000021570","1.00","2022-05-27"
"000021571","1.00","2022-05-27"
"000021572","1.00","2022-05-27"
"000021573","1.00","2022-05-27"
"000021574","1.00","2022-05-27"
"000021575","1.00","2022-05-27"
"000021577","1.00","2022-05-27"
"000021578","3.00","2022-05-27"
"000021580","1.00","2022-05-27"
"000021581","1.00","2022-05-27"
"000021582","8.00","2022-05-27"
"000021583","2.00","2022-05-27"
"000021584","2.00","2022-05-27"
"000021585","1.00","2022-05-27"
"000021586","1.00","2022-05-27"
"000021587","1.00","2022-05-27"
"000021588","1.00","2022-05-27"
"000021589","1.00","2022-05-27"
"000021590","1.00","2022-05-28"
